X1,offense,offense_conference,offense_score,defense,defense_conference,defense_score,drive_id,id,period,minutes,seconds,down,distance,yard_line,yards_to_goal,play_type,play_text,yards_gained,ppa,yards_gained_raw,simple_play_type,game_pd,id_by_quarter,time
908,Northwestern,Big Ten,23,Illinois,Big Ten,10,40111215618,67,4,5,10,1,10,36,36,Rush,Andrew Marty run for no gain to the Illin 36,0.5,-0.7215426143188567,0,2,Illinois 4,4.010999999999999,Q4 5M 10S
909,Northwestern,Big Ten,23,Illinois,Big Ten,10,40111215618,68,4,5,10,2,10,36,36,Rush,Andrew Marty run for 1 yd to the Illin 35,1,-0.7260935147228553,1,2,Illinois 4,4.012,Q4 5M 10S
898,Northwestern,Big Ten,23,Illinois,Big Ten,10,40111215618,69,4,4,21,3,9,35,35,Rush,Andrew Marty run for 4 yds to the Illin 31,4,-0.1584463099267237,4,2,Illinois 4,4.013,Q4 4M 21S
904,Northwestern,Big Ten,23,Illinois,Big Ten,10,40111215618,70,4,4,10,2,9,25,25,Rush,Drake Anderson run for no gain to the Illin 25,0.5,-0.591562465154757,0,2,Illinois 4,4.013999999999999,Q4 4M 10S
906,Northwestern,Big Ten,23,Illinois,Big Ten,10,40111215618,71,4,4,10,1,10,26,26,Rush,Drake Anderson run for 1 yd to the Illin 25,1,-0.3601692954121845,1,2,Illinois 4,4.015,Q4 4M 10S
907,Northwestern,Big Ten,23,Illinois,Big Ten,10,40111215618,72,4,4,10,4,5,31,31,Rush,Drake Anderson run for 5 yds to the Illin 26 for a 1ST down,5,NA,5,2,Illinois 4,4.016,Q4 4M 10S
905,Northwestern,Big Ten,23,Illinois,Big Ten,10,40111215618,73,4,2,3,3,9,25,25,Rush,Andrew Marty run for 1 yd to the Illin 24,1,-0.6549590882757493,1,2,Illinois 4,4.0169999999999995,Q4 2M 3S
903,Northwestern,Big Ten,29,Illinois,Big Ten,10,40111215618,74,4,1,9,4,8,24,24,Rushing Touchdown,Coco Azema run for 24 yds for a TD (Two-Point Conversion failed),24,4.326692971250871,24,2,Illinois 4,4.018,Q4 1M 9S
919,Northwestern,Big Ten,3,Indiana,Big Ten,24,40111216510,23,2,2,36,1,10,75,75,Pass Incompletion,Hunter Johnson pass incomplete to Jesse Brown,0.5,-0.7029700220436519,0,1,Indiana 2,2.009,Q2 2M 36S
920,Northwestern,Big Ten,3,Indiana,Big Ten,24,40111216510,24,2,2,36,2,10,75,75,Pass Incompletion,Hunter Johnson pass incomplete to Kyric McGowan,0.5,-0.34710487712173865,0,1,Indiana 2,2.0100000000000002,Q2 2M 36S
921,Northwestern,Big Ten,3,Indiana,Big Ten,24,40111216510,25,2,2,36,3,10,75,75,Pass Incompletion,Hunter Johnson pass incomplete to Kyric McGowan,0.5,-0.15871308844886392,0,1,Indiana 2,2.011,Q2 2M 36S
928,Northwestern,Big Ten,3,Indiana,Big Ten,24,40111216512,26,2,1,4,1,10,45,45,Pass Incompletion,TEAM pass incomplete,0.5,-0.997770018980635,0,1,Indiana 2,2.012,Q2 1M 4S
929,Northwestern,Big Ten,3,Indiana,Big Ten,24,40111216512,27,2,1,4,2,10,45,45,Pass Incompletion,Hunter Johnson pass incomplete to Riley Lees,0.5,-1.067301371027259,0,1,Indiana 2,2.013,Q2 1M 4S
931,Northwestern,Big Ten,3,Indiana,Big Ten,24,40111216512,28,2,1,4,1,10,63,63,Pass Reception,Hunter Johnson pass complete to Riley Lees for 18 yds to the Ind 45 for a 1ST down,18,1.5739967085106823,18,1,Indiana 2,2.0140000000000002,Q2 1M 4S
935,Northwestern,Big Ten,3,Indiana,Big Ten,24,40111216512,29,2,1,4,2,7,89,89,Pass Incompletion,Hunter Johnson pass incomplete to Jace James,0.5,-0.2454413738735015,0,1,Indiana 2,2.015,Q2 1M 4S
936,Northwestern,Big Ten,3,Indiana,Big Ten,24,40111216512,30,2,1,4,3,7,89,89,Rush,Hunter Johnson run for 11 yds to the Nwest 22 for a 1ST down,11,0.9545621266753717,11,2,Indiana 2,2.016,Q2 1M 4S
937,Northwestern,Big Ten,3,Indiana,Big Ten,24,40111216512,31,2,1,4,1,10,92,92,Rush,Hunter Johnson run for 3 yds to the Nwest 11,3,-0.13240028095198575,3,2,Indiana 2,2.017,Q2 1M 4S
930,Northwestern,Big Ten,3,Indiana,Big Ten,24,40111216512,32,2,0,5,3,10,45,45,Pass Reception,"Hunter Johnson pass complete to Ramaud Chiaokhiao-Bowman for 15 yds to the Ind 42 lat. to Riley Lees for a loss of 12 yards to the Ind 42 lat. to Hunter Johnson for 5 yds Hunter Johnson fumbled, recovered by Ind Alfred Bryant  , return for 5 yds to the Ind 42",5,0.0556530403295507,5,1,Indiana 2,2.0180000000000002,Q2 0M 5S
939,Northwestern,Big Ten,3,Indiana,Big Ten,24,40111216514,33,3,15,0,1,10,75,75,Pass Incompletion,Hunter Johnson pass incomplete to Riley Lees,0.5,-0.7029700220436519,0,1,Indiana 3,3,Q3 15M 0S
940,Northwestern,Big Ten,3,Indiana,Big Ten,24,40111216514,34,3,15,0,2,10,75,75,Pass Incompletion,Hunter Johnson pass incomplete,0.5,-0.34710487712173865,0,1,Indiana 3,3.001,Q3 15M 0S
942,Northwestern,Big Ten,3,Indiana,Big Ten,24,40111216514,35,3,15,0,3,10,75,75,Pass Incompletion,Hunter Johnson pass incomplete,0.5,-0.15871308844886392,0,1,Indiana 3,3.0020000000000002,Q3 15M 0S
951,Northwestern,Big Ten,3,Indiana,Big Ten,24,40111216516,36,3,11,18,3,1,80,80,Pass Incompletion,Hunter Johnson pass incomplete to Jesse Brown,0.5,-0.37784950184134125,0,1,Indiana 3,3.003,Q3 11M 18S
953,Northwestern,Big Ten,3,Indiana,Big Ten,24,40111216516,37,3,11,18,1,10,89,89,Rush,Hunter Johnson run for 7 yds to the Nwest 18,7,0.39388160618102847,7,2,Indiana 3,3.004,Q3 11M 18S
954,Northwestern,Big Ten,3,Indiana,Big Ten,24,40111216516,38,3,11,18,2,3,82,82,Rush,Jesse Brown run for 2 yds to the Nwest 20,2,-0.3762584238667941,2,2,Indiana 3,3.005,Q3 11M 18S
964,Northwestern,Big Ten,3,Indiana,Big Ten,24,40111216518,39,3,6,48,2,16,83,83,Rush,Aidan Smith run for no gain to the Nwest 17,0.5,-0.1096816685857771,0,2,Indiana 3,3.0060000000000002,Q3 6M 48S
965,Northwestern,Big Ten,3,Indiana,Big Ten,24,40111216518,40,3,6,48,1,10,77,77,Sack,Hunter Johnson sacked by Allen Stallings IV for a loss of 6 yards to the Nwest 17,-6,-1.0054742441264102,-6,1,Indiana 3,3.007,Q3 6M 48S
966,Northwestern,Big Ten,3,Indiana,Big Ten,24,40111216518,41,3,6,48,3,16,83,83,Pass Incompletion,Aidan Smith pass incomplete to Jace James,0.5,-0.04797105443869754,0,1,Indiana 3,3.008,Q3 6M 48S
967,Northwestern,Big Ten,3,Indiana,Big Ten,24,40111216518,42,3,6,48,1,10,89,89,Rush,Kyric McGowan run for 5 yds to the Nwest 16,5,0.07118409266078807,5,2,Indiana 3,3.009,Q3 6M 48S
968,Northwestern,Big Ten,3,Indiana,Big Ten,24,40111216518,43,3,6,48,2,5,84,84,Pass Reception,Hunter Johnson pass complete to Ramaud Chiaokhiao-Bowman for 7 yds to the Nwest 23 for a 1ST down,7,0.48203112127748676,7,1,Indiana 3,3.0100000000000002,Q3 6M 48S
976,Northwestern,Big Ten,3,Indiana,Big Ten,31,40111216520,44,3,1,33,1,10,75,75,Pass Incompletion,Aidan Smith pass incomplete to Riley Lees,0.5,-0.7029700220436519,0,1,Indiana 3,3.011,Q3 1M 33S
977,Northwestern,Big Ten,3,Indiana,Big Ten,31,40111216520,45,3,1,33,2,10,75,75,Pass Incompletion,"Aidan Smith pass incomplete to Riley Lees, broken up by Marcelino Ball",0.5,-0.34710487712173865,0,1,Indiana 3,3.012,Q3 1M 33S
980,Northwestern,Big Ten,3,Indiana,Big Ten,31,40111216520,46,3,1,33,3,10,60,60,Pass Incompletion,Aidan Smith pass incomplete,0.5,-0.41258781688897184,0,1,Indiana 3,3.013,Q3 1M 33S
981,Northwestern,Big Ten,3,Indiana,Big Ten,31,40111216520,47,3,1,33,2,10,60,60,Rush,Kyric McGowan run for no gain to the Nwest 40,0.5,-0.7576599502448165,0,2,Indiana 3,3.0140000000000002,Q3 1M 33S
982,Northwestern,Big Ten,3,Indiana,Big Ten,31,40111216520,48,3,1,33,1,10,60,60,Pass Incompletion,Aidan Smith pass incomplete,0.5,-1.1247712359915258,0,1,Indiana 3,3.015,Q3 1M 33S
994,Northwestern,Big Ten,3,Indiana,Big Ten,34,40111216522,49,4,12,28,3,7,60,60,Pass Incompletion,Aidan Smith pass incomplete,0.5,-0.5321990300834347,0,1,Indiana 4,4,Q4 12M 28S
997,Northwestern,Big Ten,3,Indiana,Big Ten,34,40111216522,50,4,12,28,2,7,60,60,Pass Incompletion,"Aidan Smith pass incomplete, broken up by Jonathan King",0.5,-0.9294870713655641,0,1,Indiana 4,4.0009999999999994,Q4 12M 28S
998,Northwestern,Big Ten,3,Indiana,Big Ten,34,40111216522,51,4,12,28,1,10,75,75,Pass Reception,Aidan Smith pass complete to Drake Anderson for 9 yds to the Nwest 34,9,1.252308359788624,9,1,Indiana 4,4.002,Q4 12M 28S
999,Northwestern,Big Ten,3,Indiana,Big Ten,34,40111216522,52,4,12,28,2,1,66,66,Rush,Drake Anderson run for 3 yds to the Nwest 37 for a 1ST down,3,-0.2250640336450526,3,2,Indiana 4,4.002999999999999,Q4 12M 28S
1000,Northwestern,Big Ten,3,Indiana,Big Ten,34,40111216522,53,4,12,28,1,10,63,63,Pass Reception,Aidan Smith pass complete to Riley Lees for 3 yds to the Nwest 40,3,-0.4199785122886155,3,1,Indiana 4,4.004,Q4 12M 28S
1011,Northwestern,Big Ten,3,Indiana,Big Ten,34,40111216524,54,4,6,10,1,10,96,96,Rush,Drake Anderson run for 2 yds to the Nwest 6,2,-0.17452492933897634,2,2,Indiana 4,4.005,Q4 6M 10S
1012,Northwestern,Big Ten,3,Indiana,Big Ten,34,40111216524,55,4,6,10,3,6,92,92,Pass Incompletion,Andrew Marty pass incomplete,0.5,-0.10761060373859088,0,1,Indiana 4,4.005999999999999,Q4 6M 10S
1013,Northwestern,Big Ten,3,Indiana,Big Ten,34,40111216524,56,4,6,10,2,8,94,94,Rush,Andrew Marty run for 2 yds to the Nwest 8,2,-0.11044076782569778,2,2,Indiana 4,4.007,Q4 6M 10S
1022,Northwestern,Big Ten,3,Indiana,Big Ten,34,40111216526,57,4,0,36,1,10,82,82,Rush,Drake Anderson run for 2 yds to the Nwest 20,2,-0.3300044670451081,2,2,Indiana 4,4.008,Q4 0M 36S
1024,Northwestern,Big Ten,0,Iowa,Big Ten,10,40111219710,19,2,12,20,2,6,51,49,Rush,Kyric McGowan run for 2 yds to the Iowa 47,2,-0.677741891349811,2,2,Iowa 2,2,Q2 12M 20S
1025,Northwestern,Big Ten,0,Iowa,Big Ten,10,40111219710,20,2,12,20,1,10,21,79,Rush,Drake Anderson run for 2 yds to the Nwest 23,2,-0.3794776766448038,2,2,Iowa 2,2.001,Q2 12M 20S
1026,Northwestern,Big Ten,0,Iowa,Big Ten,10,40111219710,21,2,12,20,2,8,23,77,Rush,Drake Anderson run for 3 yds to the Nwest 26,3,-0.1672465030419037,3,2,Iowa 2,2.0020000000000002,Q2 12M 20S
1027,Northwestern,Big Ten,0,Iowa,Big Ten,10,40111219710,22,2,12,20,3,5,26,74,Rush,Aidan Smith run for 6 yds to the Nwest 32 for a 1ST down,6,1.3579482538620038,6,2,Iowa 2,2.003,Q2 12M 20S
1028,Northwestern,Big Ten,0,Iowa,Big Ten,10,40111219710,23,2,12,20,3,4,53,47,Pass Reception,Aidan Smith pass complete to Isaiah Bowser for 6 yds to the Iowa 41 for a 1ST down,6,1.686868620561901,6,1,Iowa 2,2.004,Q2 12M 20S
1029,Northwestern,Big Ten,0,Iowa,Big Ten,10,40111219710,24,2,12,20,1,10,59,41,Rush,Isaiah Bowser run for 4 yds to the Iowa 37,4,-0.0951556089752721,4,2,Iowa 2,2.005,Q2 12M 20S
1031,Northwestern,Big Ten,0,Iowa,Big Ten,10,40111219710,25,2,12,20,1,10,47,53,Pass Reception,Aidan Smith pass complete to Jace James for 4 yds to the Iowa 49,4,-0.1543469215353017,4,1,Iowa 2,2.0060000000000002,Q2 12M 20S
1033,Northwestern,Big Ten,0,Iowa,Big Ten,10,40111219710,26,2,12,20,3,4,65,35,Sack,Aidan Smith sacked by Cedrick Lattimore for a loss of 7 yards to the Iowa 42,-7,-2.438276278293573,-7,1,Iowa 2,2.007,Q2 12M 20S
1034,Northwestern,Big Ten,0,Iowa,Big Ten,10,40111219710,27,2,12,20,2,6,63,37,Rush,Isaiah Bowser run for 2 yds to the Iowa 35,2,-0.5049617193316571,2,2,Iowa 2,2.008,Q2 12M 20S
1042,Northwestern,Big Ten,0,Iowa,Big Ten,10,40111219712,28,2,4,25,1,10,16,84,Rush,Isaiah Bowser run for 3 yds to the Nwest 19,3,-0.1951535561947866,3,2,Iowa 2,2.009,Q2 4M 25S
1044,Northwestern,Big Ten,0,Iowa,Big Ten,10,40111219712,29,2,4,25,3,10,16,84,Pass Reception,Aidan Smith pass complete to Isaiah Bowser for 5 yds to the Nwest 21,5,0.01435304791882964,5,1,Iowa 2,2.0100000000000002,Q2 4M 25S
1045,Northwestern,Big Ten,0,Iowa,Big Ten,10,40111219712,30,2,4,25,2,7,19,81,Rush,Aidan Smith run for a loss of 3 yards to the Nwest 16,-3,-0.47537754425556233,-3,2,Iowa 2,2.011,Q2 4M 25S
1051,Northwestern,Big Ten,0,Iowa,Big Ten,10,40111219714,31,2,0,38,1,10,20,80,Rush,TEAM run for a loss of 1 yard to the Nwest 19,-1,-0.6343354265717327,-1,2,Iowa 2,2.012,Q2 0M 38S
1053,Northwestern,Big Ten,0,Iowa,Big Ten,10,40111219715,32,3,15,0,1,10,36,64,Pass Reception,Aidan Smith pass complete to Ramaud Chiaokhiao-Bowman for 17 yds to the Iowa 47 for a 1ST down,17,1.533990366508901,17,1,Iowa 3,3,Q3 15M 0S
1054,Northwestern,Big Ten,0,Iowa,Big Ten,10,40111219715,33,3,15,0,2,8,27,73,Rush,Isaiah Bowser run for 4 yds to the Nwest 31,4,-0.08212860423373947,4,2,Iowa 3,3.001,Q3 15M 0S
1055,Northwestern,Big Ten,0,Iowa,Big Ten,10,40111219715,34,3,15,0,4,4,59,41,Rush,Aidan Smith run for no gain to the Iowa 41,0.5,-1.544670995522651,0,2,Iowa 3,3.0020000000000002,Q3 15M 0S
1057,Northwestern,Big Ten,0,Iowa,Big Ten,10,40111219715,35,3,15,0,3,4,31,69,Pass Reception,Aidan Smith pass complete to Ramaud Chiaokhiao-Bowman for 5 yds to the Nwest 36 for a 1ST down,5,1.4652947955017677,5,1,Iowa 3,3.003,Q3 15M 0S
1058,Northwestern,Big Ten,0,Iowa,Big Ten,10,40111219715,36,3,15,0,2,8,55,45,Pass Reception,Aidan Smith pass complete to Isaiah Bowser for 2 yds to the Iowa 43,2,-0.6320106339783856,2,1,Iowa 3,3.004,Q3 15M 0S
1059,Northwestern,Big Ten,0,Iowa,Big Ten,10,40111219715,37,3,15,0,1,10,25,75,Rush,Isaiah Bowser run for 2 yds to the Nwest 27,2,-0.45260367932203766,2,2,Iowa 3,3.005,Q3 15M 0S
1060,Northwestern,Big Ten,0,Iowa,Big Ten,10,40111219715,38,3,15,0,1,10,53,47,Rush,Isaiah Bowser run for 2 yds to the Iowa 45,2,-0.583582209593514,2,2,Iowa 3,3.0060000000000002,Q3 15M 0S
1061,Northwestern,Big Ten,0,Iowa,Big Ten,10,40111219715,39,3,15,0,3,6,57,43,Rush,Isaiah Bowser run for 2 yds to the Iowa 41,2,-0.6265339196390194,2,2,Iowa 3,3.007,Q3 15M 0S
1075,Northwestern,Big Ten,0,Iowa,Big Ten,17,40111219717,40,3,5,23,1,10,71,29,Pass Reception,Aidan Smith pass complete to Riley Lees for a loss of 2 yards to the Iowa 31,-2,-0.8136019105144583,-2,1,Iowa 3,3.008,Q3 5M 23S
1076,Northwestern,Big Ten,0,Iowa,Big Ten,17,40111219717,41,3,5,23,3,12,69,31,Pass Reception,Aidan Smith pass complete to Charlie Mangieri for 3 yds to the Iowa 28,3,-0.3690392522652601,3,1,Iowa 3,3.009,Q3 5M 23S
1077,Northwestern,Big Ten,0,Iowa,Big Ten,17,40111219717,42,3,5,23,2,7,63,37,Pass Reception,Aidan Smith pass complete to Drake Anderson for 8 yds to the Iowa 29 for a 1ST down,8,0.670773926589131,8,1,Iowa 3,3.0100000000000002,Q3 5M 23S
1078,Northwestern,Big Ten,0,Iowa,Big Ten,17,40111219717,43,3,5,23,1,10,60,40,Rush,Drake Anderson run for 3 yds to the Iowa 37,3,-0.270025967249902,3,2,Iowa 3,3.011,Q3 5M 23S
1079,Northwestern,Big Ten,0,Iowa,Big Ten,17,40111219717,44,3,5,23,2,1,44,56,Rush,Drake Anderson run for 16 yds to the Iowa 40 for a 1ST down,16,0.6689979016568195,16,2,Iowa 3,3.012,Q3 5M 23S
1080,Northwestern,Big Ten,0,Iowa,Big Ten,17,40111219717,45,3,5,23,1,10,35,65,Pass Reception,Aidan Smith pass complete to Malik Washington for 9 yds to the Nwest 44,9,1.3846699650971743,9,1,Iowa 3,3.013,Q3 5M 23S
1082,Northwestern,Big Ten,0,Iowa,Big Ten,17,40111219717,46,3,5,23,4,9,72,28,Pass Incompletion,Aidan Smith pass incomplete to Berkeley Holman,0.5,-2.1881832261903416,0,1,Iowa 3,3.0140000000000002,Q3 5M 23S
1083,Northwestern,Big Ten,0,Iowa,Big Ten,17,40111219717,47,3,5,23,2,12,69,31,Pass Incompletion,"Aidan Smith pass incomplete to Charlie Mangieri, broken up by Michael Ojemudia",0.5,-0.840874426431828,0,1,Iowa 3,3.015,Q3 5M 23S
1089,Northwestern,Big Ten,0,Iowa,Big Ten,17,40111219719,48,3,0,50,2,8,36,64,Rush,Isaiah Bowser run for 2 yds to the Nwest 38,2,-0.4752412102825323,2,2,Iowa 3,3.016,Q3 0M 50S
1092,Northwestern,Big Ten,0,Iowa,Big Ten,17,40111219719,49,3,0,50,1,10,34,66,Rush,Isaiah Bowser run for 2 yds to the Nwest 36,2,-0.6162239991596916,2,2,Iowa 3,3.017,Q3 0M 50S
1091,Northwestern,Big Ten,0,Iowa,Big Ten,17,40111219719,50,4,15,0,3,6,38,62,Pass Incompletion,Aidan Smith pass incomplete to Berkeley Holman,0.5,-0.5216957411521719,0,1,Iowa 4,4,Q4 15M 0S
1102,Northwestern,Big Ten,0,Iowa,Big Ten,20,40111219721,51,4,9,53,2,8,29,71,Pass Reception,Aidan Smith pass complete to Berkeley Holman for 20 yds to the Nwest 49 for a 1ST down,20,2.500233833161066,20,1,Iowa 4,4.0009999999999994,Q4 9M 53S
1104,Northwestern,Big Ten,0,Iowa,Big Ten,20,40111219721,52,4,9,53,1,10,49,51,Pass Incompletion,"Aidan Smith pass incomplete to Berkeley Holman, broken up by Geno Stone",0.5,-1.1301991718133413,0,1,Iowa 4,4.002,Q4 9M 53S
1105,Northwestern,Big Ten,0,Iowa,Big Ten,20,40111219721,53,4,9,53,1,10,15,85,Rush,Aidan Smith run for no gain to the Nwest 15,0.5,-0.44040789566676253,0,2,Iowa 4,4.002999999999999,Q4 9M 53S
1106,Northwestern,Big Ten,0,Iowa,Big Ten,20,40111219721,54,4,9,53,1,10,27,73,Pass Reception,Aidan Smith pass complete to Charlie Mangieri for 2 yds to the Nwest 29,2,-0.4908856028320683,2,1,Iowa 4,4.004,Q4 9M 53S
1107,Northwestern,Big Ten,0,Iowa,Big Ten,20,40111219721,55,4,9,53,2,10,49,51,Rush,Drake Anderson run for 7 yds to the Iowa 44,7,0.5745507866568983,7,2,Iowa 4,4.005,Q4 9M 53S
1109,Northwestern,Big Ten,0,Iowa,Big Ten,20,40111219721,56,4,9,53,2,10,15,85,Pass Reception,Aidan Smith pass complete to Ramaud Chiaokhiao-Bowman for 7 yds to the Nwest 22,7,0.20374856120665097,7,1,Iowa 4,4.005999999999999,Q4 9M 53S
1110,Northwestern,Big Ten,0,Iowa,Big Ten,20,40111219721,57,4,9,53,3,3,56,44,Pass Incompletion,Aidan Smith pass incomplete to Kyric McGowan,0.5,-1.127472566196655,0,1,Iowa 4,4.007,Q4 9M 53S
1103,Northwestern,Big Ten,0,Iowa,Big Ten,20,40111219721,58,4,9,53,4,3,56,44,Pass Incompletion,"Aidan Smith pass incomplete to Berkeley Holman, broken up by Riley Moss",0.5,-1.393511844753963,0,1,Iowa 4,4.008,Q4 9M 53S
1116,Northwestern,Big Ten,0,Iowa,Big Ten,20,40111219723,59,4,4,54,2,10,14,86,Pass Reception,Aidan Smith pass complete to Ramaud Chiaokhiao-Bowman for 12 yds to the Nwest 26 for a 1ST down,12,1.073378292986705,12,1,Iowa 4,4.0089999999999995,Q4 4M 54S
1118,Northwestern,Big Ten,0,Iowa,Big Ten,20,40111219723,60,4,4,54,1,10,14,86,Pass Incompletion,"Aidan Smith pass incomplete to Malik Washington, broken up by Daviyon Nixon",0.5,-0.42008778911877176,0,1,Iowa 4,4.01,Q4 4M 54S
1119,Northwestern,Big Ten,0,Iowa,Big Ten,20,40111219723,61,4,4,54,2,11,25,75,Pass Reception,Aidan Smith pass complete to Jace James for 12 yds to the Nwest 37 for a 1ST down,12,1.794332359265903,12,1,Iowa 4,4.010999999999999,Q4 4M 54S
1120,Northwestern,Big Ten,0,Iowa,Big Ten,20,40111219723,62,4,4,54,1,10,26,74,Sack,Aidan Smith sacked by Daviyon Nixon for a loss of 1 yard to the Nwest 25,-1,-0.8380668403826874,-1,1,Iowa 4,4.012,Q4 4M 54S
1121,Northwestern,Big Ten,0,Iowa,Big Ten,20,40111219723,63,4,4,54,3,11,36,64,Sack,Aidan Smith sacked by Joe Evans for a loss of 6 yards to the Nwest 30,-6,-0.45115895063112,-6,1,Iowa 4,4.013,Q4 4M 54S
1122,Northwestern,Big Ten,0,Iowa,Big Ten,20,40111219723,64,4,4,54,2,11,36,64,Pass Incompletion,Aidan Smith pass incomplete to Drake Anderson,0.5,-0.5821953428262194,0,1,Iowa 4,4.013999999999999,Q4 4M 54S
1123,Northwestern,Big Ten,0,Iowa,Big Ten,20,40111219723,65,4,4,54,1,10,37,63,Sack,Aidan Smith sacked by Daviyon Nixon for a loss of 1 yard to the Nwest 36,-1,-1.2402959821642536,-1,1,Iowa 4,4.015,Q4 4M 54S
1138,Northwestern,Big Ten,3,Michigan State,Big Ten,7,40111221511,30,2,5,27,1,10,17,83,Rush,Hunter Johnson run for 3 yds to the Nwest 20,3,-0.204908473427289,3,2,Michigan State 2,2.009,Q2 5M 27S
1139,Northwestern,Big Ten,3,Michigan State,Big Ten,7,40111221511,31,2,4,50,2,7,20,80,Pass Reception,Hunter Johnson pass complete to Ramaud Chiaokhiao-Bowman for 6 yds to the Nwest 26,6,0.2078861889200425,6,1,Michigan State 2,2.0100000000000002,Q2 4M 50S
1136,Northwestern,Big Ten,3,Michigan State,Big Ten,7,40111221511,32,2,4,43,3,1,26,74,Rush,Hunter Johnson run for 5 yds to the Nwest 31 for a 1ST down,5,0.9249138619438542,5,2,Michigan State 2,2.011,Q2 4M 43S
1143,Northwestern,Big Ten,3,Michigan State,Big Ten,7,40111221511,33,2,4,17,1,10,31,69,Pass Incompletion,Hunter Johnson pass incomplete,0.5,-0.8947814664467213,0,1,Michigan State 2,2.012,Q2 4M 17S
1142,Northwestern,Big Ten,3,Michigan State,Big Ten,7,40111221511,34,2,4,6,2,10,31,69,Pass Reception,Hunter Johnson pass complete to Riley Lees for 6 yds to the Nwest 37,6,0.21580357114769733,6,1,Michigan State 2,2.013,Q2 4M 6S
1145,Northwestern,Big Ten,3,Michigan State,Big Ten,7,40111221511,35,2,3,29,3,4,37,63,Pass Reception,Hunter Johnson pass complete to Riley Lees for 7 yds to the Nwest 44 for a 1ST down,7,1.9160861190347678,7,1,Michigan State 2,2.0140000000000002,Q2 3M 29S
1135,Northwestern,Big Ten,3,Michigan State,Big Ten,7,40111221511,36,2,2,58,1,10,44,56,Rush,Hunter Johnson run for 4 yds to the Nwest 48,4,-0.1632332623875107,4,2,Michigan State 2,2.015,Q2 2M 58S
1146,Northwestern,Big Ten,3,Michigan State,Big Ten,7,40111221511,37,2,2,25,2,6,48,52,Rush,Isaiah Bowser run for 1 yd to the Nwest 49,1,-0.9265399740707227,1,2,Michigan State 2,2.016,Q2 2M 25S
1137,Northwestern,Big Ten,3,Michigan State,Big Ten,7,40111221511,38,2,2,7,3,5,49,51,Pass Reception,Hunter Johnson pass complete to Malik Washington for 9 yds to the MchSt 42 for a 1ST down,9,2.1650205462654153,9,1,Michigan State 2,2.017,Q2 2M 7S
1133,Northwestern,Big Ten,3,Michigan State,Big Ten,7,40111221511,39,2,1,51,1,20,48,52,Pass Incompletion,Hunter Johnson pass incomplete,0.5,-0.9018160377942479,0,1,Michigan State 2,2.0180000000000002,Q2 1M 51S
1144,Northwestern,Big Ten,3,Michigan State,Big Ten,7,40111221511,40,2,1,46,2,20,48,52,Pass Incompletion,Hunter Johnson pass incomplete,0.5,-0.5803663806070141,0,1,Michigan State 2,2.019,Q2 1M 46S
1161,Northwestern,Big Ten,3,Michigan State,Big Ten,14,40111221513,41,2,0,1,1,10,5,95,Rush,TEAM run for 19 yds to the Nwest 24 for a 1ST down,19,0.7727437046190131,19,2,Michigan State 2,2.02,Q2 0M 1S
1167,Northwestern,Big Ten,3,Michigan State,Big Ten,14,40111221514,42,3,14,40,1,10,25,75,Rush,Isaiah Bowser run for 1 yd to the Nwest 26,1,-0.5874795431016855,1,2,Michigan State 3,3,Q3 14M 40S
1166,Northwestern,Big Ten,3,Michigan State,Big Ten,14,40111221514,43,3,13,59,2,9,26,74,Pass Reception,Hunter Johnson pass complete to Kyric McGowan for 7 yds to the Nwest 33,7,0.3678920884760765,7,1,Michigan State 3,3.001,Q3 13M 59S
1164,Northwestern,Big Ten,3,Michigan State,Big Ten,14,40111221514,44,3,13,48,3,2,33,67,Rush,Isaiah Bowser run for no gain to the Nwest 33,0.5,-0.6013143962559822,0,2,Michigan State 3,3.0020000000000002,Q3 13M 48S
1183,Northwestern,Big Ten,3,Michigan State,Big Ten,14,40111221516,45,3,9,16,1,10,22,78,Pass Incompletion,Hunter Johnson pass incomplete,0.5,-0.6135902757979226,0,1,Michigan State 3,3.003,Q3 9M 16S
1181,Northwestern,Big Ten,3,Michigan State,Big Ten,14,40111221516,46,3,8,44,2,10,22,78,Pass Reception,Hunter Johnson pass complete to Riley Lees for 5 yds to the Nwest 27,5,0.04003568259681422,5,1,Michigan State 3,3.004,Q3 8M 44S
1182,Northwestern,Big Ten,3,Michigan State,Big Ten,14,40111221516,47,3,8,40,3,5,27,73,Pass Incompletion,Hunter Johnson pass incomplete,0.5,-0.3149969292534509,0,1,Michigan State 3,3.005,Q3 8M 40S
1196,Northwestern,Big Ten,3,Michigan State,Big Ten,21,40111221518,48,3,4,13,1,10,25,75,Pass Reception,Hunter Johnson pass complete to Bennett Skowronek for 6 yds to the Nwest 31,6,0.3333748010525683,6,1,Michigan State 3,3.0060000000000002,Q3 4M 13S
1198,Northwestern,Big Ten,3,Michigan State,Big Ten,21,40111221518,49,3,3,40,2,4,31,69,Rush,Drake Anderson run for no gain to the Nwest 31,0.5,-0.8681070846083454,0,2,Michigan State 3,3.007,Q3 3M 40S
1195,Northwestern,Big Ten,3,Michigan State,Big Ten,21,40111221518,50,3,3,28,3,4,31,69,Pass Incompletion,Hunter Johnson pass incomplete,0.5,-0.43770162015070735,0,1,Michigan State 3,3.008,Q3 3M 28S
